Max_Equiv_Stress_Pa
34558000.0
34554000.0
10819000.0
2397700.0
19266000.0
12913000.0
7238500.0
19422000.0
51837000.0
5407800.0
17277000.0
4798500.0
5409400.0
51832000.0
12923000.0
8603200.0
7251900.0
7244500.0
2128600.0
9636500.0
2132900.0
16223000.0
4802400.0
12931000.0
4304200.0
7197800.0
16220000.0
12905000.0
28898000.0
4301600.0
5406500.0
4305700.0
34563000.0
4825700.0
8615600.0
2399300.0
9709300.0
16228000.0
3199300.0
2417300.0
1066400.0
10816000.0
4307800.0
17281000.0
7193200.0
29139000.0
8620800.0
51844000.0
9632800.0
9634400.0
10813000.0
29128000.0
8599100.0
4829700.0
1069000.0
12899000.0
3207100.0
4310400.0
12917000.0
3193000.0
17279000.0
28903000.0
7203700.0
2414800.0
